001794, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001795, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
0017DF, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
0017E0, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001818, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001819, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001839, "Cisco-Linksys LLC", "NETWORK_VENDOR", "5"
001873, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001874, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
00188B, "Dell ESG PCBA Test", "PC_VENDOR", "5"
0018B9, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
0018BA, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
0018F8, "Cisco-Linksys LLC", "NETWORK_VENDOR", "5"
001906, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001907, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
00192F, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001930, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001955, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001956, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001999, "Fujitsu Technology Solutions", "SCADA_VENDOR", "5"
0019A9, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
0019AA, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
0019B9, "Dell Inc", "PC_VENDOR", "5"
0019E7, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
0019E8, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001A2F, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001A30, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001A6C, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001A6D, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001A70, "Cisco-Linksys, LLC", "NETWORK_VENDOR", "5"
001AA0, "Dell Inc", "PC_VENDOR", "5"
001AA1, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001AA2, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001AE2, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001AE3, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001B0C, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001B0D, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001B1B, "Siemens AG", "SCADA_VENDOR", "5"
001B2A, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001B2B, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001B53, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001B54, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001B8F, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001B90, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001BD4, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001BD5, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001C0E, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001C0F, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001C10, "Cisco-Linksys, LLC", "NETWORK_VENDOR", "5"
001C23, "Dell Inc", "PC_VENDOR", "5"
001C57, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001C58, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001CB0, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001CB1, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001CF6, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001CF9, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001D09, "Dell Inc", "PC_VENDOR", "5"
001D45, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001D46, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001D70, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001D71, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001D7E, "Cisco-Linksys, LLC", "NETWORK_VENDOR", "5"
001DA1, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001DA2, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001DE5, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001DE6, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001E13, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001E14, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001E49, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001E4A, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001E4F, "Dell Inc", "PC_VENDOR", "5"
001E6B, "Cisco SPVTG", "NETWORK_VENDOR", "5"
001E79, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001E7A, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
001EBD, "Cisco Systems, Inc.", "NETWORK_VENDOR", "5"
